task,task_label,prompt_version,participant_structure,planned_n,complete_n,technical_failure_rate,reference_fidelity_mean,reference_fidelity_median,reference_fidelity_q1,reference_fidelity_q3,reference_fidelity_ci_low,reference_fidelity_ci_high,visual_quality_mean,visual_quality_median,visual_quality_q1,visual_quality_q3,visual_quality_ci_low,visual_quality_ci_high,progress_auc_mean,progress_auc_median,progress_auc_q1,progress_auc_q3,progress_auc_ci_low,progress_auc_ci_high,intent_conflict_rate_mean,intent_conflict_rate_median,intent_conflict_rate_q1,intent_conflict_rate_q3,intent_conflict_rate_ci_low,intent_conflict_rate_ci_high,destructive_overwrite_rate_mean,destructive_overwrite_rate_median,destructive_overwrite_rate_q1,destructive_overwrite_rate_q3,destructive_overwrite_rate_ci_low,destructive_overwrite_rate_ci_high,posts_per_100_turns_mean,posts_per_100_turns_median,posts_per_100_turns_q1,posts_per_100_turns_q3,posts_per_100_turns_ci_low,posts_per_100_turns_ci_high,generation_cost_usd_mean,generation_cost_usd_median,generation_cost_usd_q1,generation_cost_usd_q3,generation_cost_usd_ci_low,generation_cost_usd_ci_high,dollars_per_0_1_fidelity_mean,dollars_per_0_1_fidelity_median,dollars_per_0_1_fidelity_q1,dollars_per_0_1_fidelity_q3,dollars_per_0_1_fidelity_ci_low,dollars_per_0_1_fidelity_ci_high,pooled_repair_rate,unique_target_coordinates,different_state_conflict_coordinates,pooled_intent_conflict_rate,state_changing_pixel_actions,persistent_damage_episodes,pooled_destructive_overwrite_rate,observed_team_repairs,used_forum_rate,canonical_color_iou_repeatability,canonical_diversity
single,Single-team shared image,V1,2 Luna agents,5,5,0.0,0.8296879571501968,0.8625,0.7954545454545454,0.8695652173913043,0.7611436950146627,0.8848231283766401,0.85,0.875,0.75,1.0,0.725,0.975,0.6690900590093177,0.6569836225492867,0.6472562479463588,0.7001645062173246,0.6441667522683292,0.6940133657503064,0.006,0.0,0.0,0.0,0.0,0.018,0.022998125899546477,0.027777777777777776,0.022727272727272728,0.0297029702970297,0.01111111111111111,0.0313497871526283,0.0,0.0,0.0,0.0,0.0,0.0,0.014658841890000001,0.014175711,0.013964217300000002,0.0158568993,0.01368123174,0.0156520485,0.0017733538078341616,0.001740140247857143,0.001653269394857143,0.0018568331595000002,0.0016569516822968946,0.0019005124408714288,0.4166666666666667,544,3,0.0055147058823529415,498,12,0.024096385542168676,5,0.0,0.6370017766958194,0.36299822330418063
single,Single-team shared image,V1,2 Qwen agents,5,5,0.0,0.8506527620667448,0.8705882352941177,0.8311688311688312,0.8764044943820225,0.8165146651101707,0.8780536779404668,0.575,0.625,0.5,0.625,0.45,0.675,0.626367901222281,0.6197105446353415,0.6185026638547655,0.6399958261765526,0.596705623702789,0.6556067845902229,0.004861797982580244,0.0072992700729927005,0.0,0.007575757575757576,0.00145985401459854,0.00826374195056195,0.008722508722508723,0.010101010101010102,0.009009009009009009,0.01098901098901099,0.00404040404040404,0.011998811998812,0.0,0.0,0.0,0.0,0.0,0.0,0.139834778688,0.13599376559999998,0.12351323952000001,0.16436492622,0.11370006885600002,0.1666323747,0.016464356559608054,0.015601672360421056,0.015393738745,0.01977515518584375,0.013437720809261058,0.019560566667141725,0.25,598,3,0.005016722408026756,456,4,0.008771929824561403,1,0.0,0.6772513249255712,0.32274867507442884
single,Single-team shared image,V1,4 GLM agents,5,5,0.0,0.8494612047557768,0.8587570621468926,0.8433734939759037,0.8604651162790697,0.8330754143586869,0.8616164712866854,0.525,0.5,0.5,0.625,0.45,0.6,0.709919906354134,0.7145657534041651,0.6688807972999488,0.7268910338454321,0.6775138542282231,0.7423259584800451,0.030817193967119003,0.02564102564102564,0.024154589371980676,0.02666666666666667,0.013070234113712375,0.05412976844910877,0.0506031957027565,0.05755395683453238,0.028089887640449437,0.06666666666666667,0.028089887640449437,0.07274535926814105,0.975609756097561,0.0,0.0,2.4390243902439024,0.0,1.951219512195122,0.0241969469049,0.0232767997308,0.02208867825779999,0.024918376814099998,0.022252062571199993,0.026717211855180004,0.002846135463362852,0.002759963396652,0.002692057662669374,0.0028959194675845946,0.0026349613477357676,0.003116261510920801,0.6216216216216216,1050,33,0.03142857142857143,739,37,0.05006765899864682,23,0.4,0.6252572544924618,0.37474274550753817
single,Single-team shared image,V1,4 Gemini agents,5,5,0.0,0.9772972972972973,1.0,1.0,1.0,0.9318918918918919,1.0,0.95,1.0,1.0,1.0,0.85,1.0,0.7187402603246507,0.755253259499671,0.6851787403396161,0.7738211379502343,0.6535263717588035,0.7706575020698767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8181818181818181,3.0303030303030303,0.0,3.0303030303030303,0.6060606060606061,3.0303030303030303,0.09877529474999999,0.08633418749999999,0.08343286874999999,0.11294427374999998,0.07988386724999999,0.12297908699999999,0.010234801188109755,0.00863341875,0.008343286875,0.011294427374999999,0.00793036035,0.013134247389329267,,469,0,0.0,438,0,0.0,0,0.6,0.9184466019417475,0.08155339805825246
single,Single-team shared image,V1,4 Luna agents,5,5,0.0,0.8475725889797655,0.8379888268156425,0.8333333333333334,0.8705882352941177,0.8226242203895835,0.8725209575699475,0.575,0.5,0.375,0.625,0.4,0.8,0.6955088924573639,0.6926415996471016,0.6907870966773964,0.7018273391604886,0.6869574032809068,0.7053962253281366,0.013536944054041801,0.006211180124223602,0.0,0.014598540145985401,0.0012422360248447203,0.03104470802919708,0.032716231558515996,0.0390625,0.019417475728155338,0.04132231404958678,0.020907082043139662,0.04401355676737569,0.0,0.0,0.0,0.0,0.0,0.0,0.03123510489,0.0315852768,0.030398984549999997,0.03218039055,0.029578480469999998,0.0327780288,0.003693291959942113,0.003779873736809211,0.0036280385513513514,0.003861646866,0.0034121395309736845,0.003915887434550271,0.45,677,9,0.013293943870014771,611,20,0.03273322422258593,9,0.0,0.6497709182976118,0.3502290817023882
single,Single-team shared image,V1,4 Qwen agents,5,5,0.0,0.8046897530015907,0.806282722513089,0.7916666666666666,0.8421052631578947,0.7630846930664184,0.842469510692928,0.625,0.5,0.375,0.875,0.4,0.875,0.6791998507366773,0.7037465120392862,0.6719269889737717,0.7110419420391995,0.6336743566202562,0.7114474067767129,0.013361188883192904,0.013888888888888888,0.009345794392523364,0.018518518518518517,0.00810450815182863,0.018518518518518517,0.014793756855079056,0.014814814814814815,0.01282051282051282,0.016,0.010189808600546855,0.019937330910559256,0.0,0.0,0.0,0.0,0.0,0.0,0.05834618420400001,0.06249237588,0.06206960628000001,0.06418155744000001,0.04798156176000001,0.064268200656,0.00732546893513786,0.007750677787714287,0.007621559946000002,0.007840371319578949,0.0057307811454672545,0.008492778889798956,0.5555555555555556,1099,15,0.01364877161055505,614,9,0.014657980456026058,5,0.0,0.6304807498686712,0.3695192501313288
single,Single-team shared image,V1,"4 mixed agents (GLM, Gemini, Qwen, Luna)",5,5,0.0,0.8953945027454009,0.8926553672316384,0.8813559322033898,0.8961748633879781,0.8768482431493398,0.9191055716535014,0.675,0.625,0.625,0.75,0.5,0.85,0.693533528870883,0.6856996451544779,0.6750116924792422,0.7063402464729033,0.6765647848558198,0.7133865029269675,0.021766219041496192,0.024875621890547265,0.016304347826086956,0.025510204081632654,0.012004830917874396,0.030314129893739043,0.0376775173919208,0.03664921465968586,0.02631578947368421,0.0392156862745098,0.024752710445548786,0.05448560549446639,0.0,0.0,0.0,0.0,0.0,0.0,0.14652922561200002,0.13058663310000004,0.12037281794999997,0.17140931181000008,0.11616889878,0.18166917760200002,0.01645790137492914,0.014629008897911399,0.012799135073164556,0.019448364224596164,0.0127211554621042,0.020683749587052144,0.90625,1007,23,0.022840119165839126,844,32,0.037914691943127965,29,0.0,0.7559368708729972,0.2440631291270028
single,Single-team shared image,V2,2 Gemini agents,5,5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7644794845553814,0.767307454898848,0.7634458130873698,0.7684229038670577,0.7590351702211544,0.7683086047752535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.509803921568627,6.666666666666667,6.666666666666667,6.666666666666667,6.196078431372549,6.666666666666667,0.0369000225,0.03777283125,0.0341676225,0.039663607499999996,0.034336244249999995,0.03946380075,0.00369000225,0.003777283125,0.00341676225,0.00396636075,0.0034336244249999997,0.0039463800749999995,,432,0,0.0,429,0,0.0,0,1.0,1.0,0.0
single,Single-team shared image,V2,2 Luna agents,5,5,0.0,0.8510803724377426,0.85,0.8322981366459627,0.8780487804878049,0.8206408119981822,0.8801938711694809,0.55,0.625,0.375,0.625,0.425,0.675,0.6638337512966503,0.6623598037905384,0.6575273261056236,0.6733793974466243,0.6446636602884074,0.6820669864055223,0.004170267934312878,0.0,0.0,0.009615384615384616,0.0,0.008664649956784789,0.007228915662650602,0.0,0.0,0.0,0.0,0.021686746987951807,0.0,0.0,0.0,0.0,0.0,0.0,0.01515585258,0.01613512395,0.013597843049999999,0.01625575545,0.01406480031,0.01624690485,0.0017858750307655148,0.0018376113387500001,0.0016216059072761194,0.0019169346705882355,0.001616821050915728,0.0019495101406420106,0.3333333333333333,473,2,0.004228329809725159,411,3,0.0072992700729927005,1,0.0,0.7155579780543324,0.2844420219456676
single,Single-team shared image,V2,2 Qwen agents,5,5,0.0,0.777534721228984,0.8117647058823529,0.8020833333333334,0.8433734939759037,0.6771829685152825,0.839822099245874,0.625,0.625,0.5,0.625,0.475,0.825,0.5863221160576039,0.5876494896249446,0.5721930162787631,0.6259455250340985,0.5413104584476498,0.6254384876876227,0.0015873015873015873,0.0,0.0,0.0,0.0,0.0047619047619047615,0.0,0.0,0.0,0.0,0.0,0.0,3.8095238095238093,4.761904761904762,4.761904761904762,4.761904761904762,1.9047619047619047,4.761904761904762,0.03097316772,0.033872194620000004,0.032877793079999995,0.03447524916,0.023608121724,0.035475114708,0.003917209615704815,0.0040990495268571426,0.004087779543257143,0.004172661656086958,0.0033882382204782936,0.004239404241527083,,633,1,0.001579778830963665,414,0,0.0,0,0.8,0.514741971214838,0.485258028785162
single,Single-team shared image,V2,4 GLM agents,5,5,0.0,0.7455511725483566,0.7570093457943925,0.6812227074235808,0.8228571428571428,0.6805576187949776,0.8101161548731644,0.45,0.375,0.375,0.5,0.375,0.55,0.6493084675381281,0.66486735173472,0.6525923875397995,0.6871088878676058,0.5954939721442982,0.6862373650048476,0.018244858341373328,0.010256410256410256,0.0,0.04035874439461883,0.0020512820512820513,0.03443843463146461,0.03739380965302834,0.013793103448275862,0.0,0.05673758865248227,0.002758620689655172,0.08121053142912658,2.4390243902439024,2.4390243902439024,2.4390243902439024,2.4390243902439024,0.975609756097561,3.902439024390244,0.027885239890199996,0.0262997654535,0.026043855522299993,0.030836360708999998,0.025393296172859996,0.030550072596119995,0.003772741776297296,0.0038735412828,0.0032086132513477784,0.004058782678799999,0.0033366143777553616,0.00420886917483923,0.4444444444444444,1081,19,0.01757631822386679,749,27,0.036048064085447265,12,0.8,0.6033467873184024,0.3966532126815976
single,Single-team shared image,V2,4 Gemini agents,5,5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7840094849704556,0.7814669825577516,0.7712407740140393,0.785918162690442,0.7730609903988028,0.7977652516104787,0.0,0.0,0.0,0.0,0.0,0.0,0.010679949032781189,0.0,0.0,0.02247191011235955,0.0,0.023051083053399746,3.162831001350766,3.4482758620689653,3.0303030303030303,3.4482758620689653,2.7591304126207405,3.4482758620689653,0.0793716165,0.07260647625,0.07197980625,0.08276870249999999,0.07189159725000001,0.08967721950000002,0.00793716165,0.007260647625,0.007197980625,0.008276870249999999,0.007189159725000001,0.008967721950000002,1.0,454,0,0.0,437,5,0.011441647597254004,5,1.0,1.0,0.0
single,Single-team shared image,V2,4 Luna agents,5,5,0.0,0.8689982948491892,0.8774193548387097,0.8156424581005587,0.9186046511627907,0.827368994911483,0.9106275947868955,0.625,0.625,0.5,0.625,0.45,0.825,0.7085911801403979,0.7110179043924828,0.6982513209501721,0.7235736285159977,0.6959913144437581,0.7211910458370377,0.023220976978624915,0.01694915254237288,0.008695652173913044,0.021505376344086023,0.009307115768283697,0.04375449141788553,0.032848692085145285,0.019230769230769232,0.019230769230769232,0.05442176870748299,0.017094017094017096,0.04875478927203065,0.4878048780487805,0.0,0.0,0.0,0.0,1.4634146341463414,0.03028486527,0.03205647719999999,0.031453884,0.032634409499999996,0.02634431481,0.03257925462,0.0034990830920663568,0.0035500945469594597,0.003424093701265823,0.0039302119306849305,0.0030077877860529333,0.0038930449659991978,0.5263157894736842,665,17,0.02556390977443609,586,19,0.032423208191126277,10,0.2,0.6645462310852155,0.3354537689147845
single,Single-team shared image,V2,4 Qwen agents,5,5,0.0,0.7924263048847012,0.8163265306122449,0.7835051546391752,0.8214285714285714,0.7177200395576733,0.8543200785468826,0.475,0.375,0.375,0.5,0.375,0.625,0.6357596858399722,0.6432435770664846,0.6168085263048146,0.6575724904213273,0.6144457363888919,0.6564342237156127,0.018970703394567395,0.00423728813559322,0.003246753246753247,0.04265402843601896,0.002146158925819943,0.03600942462923737,0.037408476794523304,0.031007751937984496,0.024,0.06060606060606061,0.0158015503875969,0.05901540320144971,3.902439024390244,2.4390243902439024,2.4390243902439024,4.878048780487805,2.4390243902439024,5.853658536585366,0.067237153236,0.06708511061999999,0.0656062506,0.06932332638,0.06544024462800001,0.069034061844,0.008561984929392346,0.008492107481549998,0.007986847899130435,0.008898380885842107,0.007905290723844507,0.009308353818408024,0.7083333333333334,1189,22,0.018502943650126155,657,24,0.0365296803652968,17,1.0,0.6167938269962151,0.3832061730037849
single,Single-team shared image,V2,"4 mixed agents (GLM, Gemini, Qwen, Luna)",5,5,0.0,0.8726158130250202,0.8791208791208791,0.8756756756756757,0.9021739130434783,0.8286468408207539,0.9061581530379484,0.7,0.75,0.5,0.875,0.5,0.9,0.6977466025897177,0.7059910954452577,0.6619647164803381,0.718515410653548,0.6688562494664182,0.7266369557130172,0.02307156620640686,0.0223463687150838,0.019417475728155338,0.03333333333333333,0.013824398480371463,0.03173295533505656,0.03654573250711105,0.043795620437956206,0.02027027027027027,0.04430379746835443,0.017754677754677754,0.053248945147679326,1.951219512195122,2.4390243902439024,2.4390243902439024,2.4390243902439024,0.975609756097561,2.4390243902439024,0.068369131512,0.06366853548,0.06181962930000004,0.07392345146999998,0.060870513924000016,0.07749560827799999,0.007849027647657127,0.008075033768195123,0.006736754475000005,0.00819392474125301,0.006972477187174027,0.008735638030250601,0.6296296296296297,950,22,0.023157894736842106,723,27,0.03734439834024896,17,0.8,0.7129433321768217,0.2870566678231783
single,Single-team shared image,V3,2 Gemini agents,5,5,0.0,0.9906007442849548,1.0,0.9939393939393939,1.0,0.9742264752791068,1.0,0.975,1.0,1.0,1.0,0.925,1.0,0.761410556821468,0.765047614441852,0.7573139652015023,0.7689668573762464,0.7529677610670327,0.768411606972976,0.0,0.0,0.0,0.0,0.0,0.0,0.0023809523809523807,0.0,0.0,0.0,0.0,0.007142857142857143,6.2291021671826625,6.666666666666667,5.882352941176471,6.666666666666667,5.667698658410733,6.666666666666667,0.040417542,0.0388943775,0.037550452500000005,0.04300857,0.03284010675,0.048141249750000004,0.0040918953155487815,0.0038894377500000004,0.0037550452500000006,0.004300857000000001,0.0033210893592987806,0.004928141599847552,0.0,443,0,0.0,435,1,0.0022988505747126436,0,1.0,0.9638012725057533,0.036198727494246685
single,Single-team shared image,V3,2 Luna agents,5,5,0.0,0.8471507814356318,0.8356164383561644,0.7759562841530054,0.8914285714285715,0.7803629441895779,0.9188428247748519,0.625,0.625,0.375,0.75,0.425,0.825,0.6365170443000207,0.6437947734781969,0.5895677642761843,0.7007290729831264,0.5827333066493778,0.6903007819506636,0.003125,0.0,0.0,0.0,0.0,0.009375,0.002061855670103093,0.0,0.0,0.0,0.0,0.006185567010309278,9.101486748545572,4.761904761904762,4.761904761904762,7.6923076923076925,4.761904761904762,16.60848954966602,0.01324865322,0.0146322099,0.011023961850000001,0.01542461085,0.01063715796,0.015596317439999998,0.0015666216042721497,0.00149980151475,0.001455994961320755,0.001822925394230769,0.0012957240213726,0.0018242582875578007,0.0,453,1,0.002207505518763797,409,1,0.0024449877750611247,0,1.0,0.5957362059425869,0.4042637940574131
